Customer_ID,Age,Gender,Annual_Income,Occupation,Card_Type,Credit_Limit,Card_Age_Months,Monthly_Spending,Monthly_Transactions,Avg_Transaction_Value,Online_Shopping_Spending,Grocery_Spending,Fuel_Spending,Dining_Spending,Travel_Spending,Entertainment_Spending,Utility_Bill_Spending,Outstanding_Balance,Statement_Balance,Payment_Amount,Payment_Ratio,Credit_Utilization,Cash_Advance_Amount,EMI_Count,International_Transactions,Reward_Points_Earned,Reward_Points_Redeemed,Mobile_App_Login,Credit_Score
CC100677,31,F,386526,Self-Employed,Basic,69000.0,11,8887.9,39,235.77,422.89,2512.65,1968.46,1707.75,548.3,1708.1,19.75,46024.82,54767.93,53672.57,0.98,0.66,4679.85,1,0,175,76,6,600
CC100678,66,M,1005834,Private Employee,Gold,364000.0,105,54117.7,102,523.44,4390.49,6598.1,4324.72,5583.85,11610.06,12552.09,9058.38,101127.59,147520.71,132768.64,0.9,0.28,0.0,3,0,2132,381,42,708
CC100679,50,F,450745,Private Employee,Silver,129000.0,39,22896.9,40,567.88,6635.38,4383.74,3052.06,1171.16,2258.42,1596.4,3799.75,26072.82,48861.61,41043.75,0.84,0.2,6101.03,0,0,686,75,19,669
CC100680,52,F,614872,Private Employee,Basic,114000.0,35,25272.91,49,524.54,5441.44,7015.3,2519.54,4071.11,453.04,2047.13,3725.34,88976.7,112376.2,79787.1,0.71,0.79,0.0,2,0,504,76,14,550
CC100681,33,M,1415608,Private Employee,Silver,376000.0,32,62024.38,76,847.37,4041.65,12836.98,5518.45,8037.86,7593.39,1217.08,22778.97,88249.3,132358.59,84709.5,0.64,0.24,0.0,4,0,1833,0,21,615
CC100682,19,F,1054458,Private Employee,Gold,418000.0,16,69452.21,84,839.68,23267.6,8928.93,17960.38,6451.64,4934.48,2259.46,5649.74,324740.52,383002.43,379172.41,0.99,0.8,53472.09,1,3,2777,0,41,614
CC100683,44,M,1937368,Government Employee,Platinum,1009000.0,122,81908.0,169,504.0,17915.14,20540.63,4373.96,939.35,7316.24,6888.41,23934.27,435583.71,508479.32,498309.73,0.98,0.43,0.0,5,1,4959,0,55,687
CC100684,70,M,6249971,Business Owner,Platinum,3497000.0,30,323024.43,114,2704.34,43725.02,158539.92,8521.68,35069.07,431.85,26069.94,50666.95,1704630.08,2025032.79,1944031.48,0.96,0.48,223178.81,5,1,19749,0,57,644
CC100685,43,F,1863581,Self-Employed,Platinum,1001000.0,118,53978.07,60,894.06,6093.1,14190.63,9321.22,7544.14,6549.91,1106.16,9172.91,604149.04,649712.6,630221.22,0.97,0.6,0.0,1,6,3229,1187,39,661
CC100686,44,F,6004074,Business Owner,Signature,4795000.0,39,490024.23,158,2971.69,26704.54,140372.94,60021.49,19055.03,90535.48,125278.69,28056.06,1806033.8,2280803.03,387736.52,0.17,0.38,621511.0,4,6,38450,0,55,513
CC100687,29,F,858820,Private Employee,Silver,228000.0,34,29455.84,54,522.05,3874.91,6899.42,1396.9,2404.02,1361.7,8622.6,4896.29,143497.69,165526.48,142352.77,0.86,0.62,0.0,1,0,870,0,16,593
CC100688,35,M,3700616,Business Owner,Platinum,2092000.0,14,180262.83,165,1086.73,57838.79,39478.15,10853.71,38094.9,10641.71,10237.46,13118.11,1312834.59,1474388.63,751938.2,0.51,0.62,0.0,2,6,10887,0,63,524
CC100689,25,M,384349,Student,Basic,76000.0,66,9902.07,15,665.37,1016.73,985.58,1389.41,1398.34,1255.26,1113.16,2743.59,24317.95,31515.31,27733.47,0.88,0.32,0.0,0,0,196,0,11,685
CC100690,31,M,1993125,Business Owner,Platinum,1173000.0,51,92344.97,148,619.5,981.04,24837.05,14413.93,15044.64,6510.28,12332.8,18225.23,802930.53,892252.54,258753.24,0.29,0.68,0.0,3,4,5548,2791,46,458
CC100691,30,F,358919,Self-Employed,Basic,60000.0,26,10679.16,28,375.29,1047.88,2918.59,741.88,172.39,2710.49,1542.92,1545.02,30153.74,38149.8,24797.37,0.65,0.51,0.0,0,0,215,0,13,577
CC100692,34,M,608522,Retired,Silver,176000.0,60,20637.23,55,369.9,2276.28,3378.73,2947.63,1491.02,5494.53,690.68,4358.36,87006.5,107225.4,77202.29,0.72,0.48,0.0,0,0,612,88,14,617
CC100693,33,M,515861,Private Employee,Basic,98000.0,149,14347.35,28,491.57,3652.9,3299.17,1303.07,3362.83,892.8,1537.99,298.6,63105.69,74536.22,62610.42,0.84,0.65,0.0,0,0,292,0,15,619
CC100694,21,F,504341,Government Employee,Silver,137000.0,41,19358.99,48,404.02,2314.52,3952.31,3933.51,4994.71,358.92,2674.58,1130.44,113261.9,128181.04,15381.72,0.12,0.85,0.0,1,0,583,218,19,416
CC100695,35,M,4512632,Business Owner,Platinum,2623000.0,54,193343.82,124,1628.44,42400.7,51496.73,23530.09,12742.73,18672.53,41671.47,2829.57,1510788.13,1682712.23,1615403.74,0.96,0.56,0.0,4,4,11469,0,48,633
CC100696,34,F,614732,Retired,Silver,180000.0,49,39704.14,70,595.04,8247.83,8625.94,1511.48,3970.6,1829.99,2178.54,13339.77,85956.3,122450.08,48980.03,0.4,0.47,18770.58,2,0,1172,947,22,557
CC100697,44,F,2367649,Self-Employed,Platinum,1222000.0,32,80121.14,173,447.4,3816.39,16941.85,8581.4,14736.9,16882.75,6143.67,13018.17,963461.03,1032744.56,361460.6,0.35,0.78,173926.41,3,5,4797,1969,58,466
CC100698,19,F,1615479,Private Employee,Platinum,880000.0,74,83758.3,97,822.79,18473.95,15295.64,8624.89,20403.89,4973.69,3788.34,12197.9,528333.5,596191.44,262324.23,0.44,0.61,41394.86,4,7,5087,0,48,534
CC100699,34,M,110500,Student,Basic,20000.0,71,3065.74,40,75.22,528.22,489.77,140.66,546.39,358.0,405.18,597.53,8454.02,10810.11,5621.26,0.52,0.43,2203.46,0,0,61,0,11,562
CC100700,41,M,328425,Student,Basic,54000.0,68,8064.86,17,468.31,1349.08,919.64,581.64,367.44,1336.31,1757.02,1753.73,16961.44,24124.42,17610.83,0.73,0.32,0.0,0,0,164,0,6,641
CC100701,22,F,1754808,Private Employee,Gold,717000.0,48,130700.22,118,1142.87,24985.33,17374.31,27795.37,18210.19,4490.01,1476.87,36368.15,382994.35,497056.39,487115.26,0.98,0.52,0.0,3,4,5201,0,42,670
CC100702,32,M,1666668,Government Employee,Platinum,883000.0,15,120131.48,177,684.21,22033.32,7190.93,2304.48,59072.4,4565.6,14915.58,10049.18,166672.67,269137.38,201853.04,0.75,0.19,0.0,3,8,7342,4268,39,692
CC100703,24,M,701079,Government Employee,Basic,114000.0,41,33857.39,99,333.7,2972.15,8819.89,5902.23,3490.02,3605.07,603.82,8464.2,37840.21,66179.71,58238.14,0.88,0.34,0.0,1,0,671,320,28,685
CC100704,19,M,1471784,Private Employee,Gold,568000.0,99,91538.51,129,703.02,4747.86,7190.81,29296.58,19012.91,1849.55,11585.22,17855.58,303962.34,392928.08,373281.68,0.95,0.54,80190.43,3,0,3730,1797,69,650
CC100705,70,F,864430,Private Employee,Gold,312000.0,90,51863.67,79,681.21,15179.87,11695.88,4248.31,7673.47,2464.18,5673.83,4928.14,222670.92,264011.51,253451.05,0.96,0.71,0.0,3,0,2044,0,21,607
CC100706,28,M,837706,Private Employee,Gold,333000.0,156,29499.44,50,583.59,3119.53,6639.69,3765.21,3636.14,3489.19,3922.49,4927.19,95865.75,124508.65,63499.41,0.51,0.29,0.0,0,0,1184,269,19,621
CC100707,45,M,2811189,Business Owner,Platinum,1603000.0,53,90445.43,117,785.83,8852.67,15543.49,11030.49,26761.58,6642.23,14673.87,6941.1,690477.28,779283.06,420812.85,0.54,0.43,286316.55,4,6,5372,804,52,569
CC100708,27,M,2244927,Business Owner,Gold,960000.0,86,147495.68,176,809.91,14643.21,8460.38,42486.72,6670.5,6084.06,45834.46,23316.34,280843.12,400588.58,388570.92,0.97,0.3,46945.81,4,0,5949,0,55,690
CC100709,36,M,1100166,Private Employee,Gold,402000.0,54,64481.18,164,379.0,12870.54,7094.58,10631.19,21409.66,2087.4,3235.13,7152.69,48721.67,96071.2,43232.04,0.45,0.12,0.0,5,0,2580,310,23,608
CC100710,37,F,184848,Student,Basic,35000.0,45,9935.0,28,365.75,2982.06,1283.24,426.82,2761.13,820.3,480.58,1180.87,5221.0,13521.54,7436.85,0.55,0.15,1641.81,0,1,201,60,11,627
CC100711,40,F,964742,Private Employee,Gold,351000.0,104,39750.67,78,486.83,6918.26,5985.45,2691.73,6487.99,2963.91,3534.5,11168.83,232368.91,268485.48,220158.09,0.82,0.66,0.0,3,0,1595,0,42,589
CC100712,34,F,2824704,Self-Employed,Gold,1105000.0,17,184894.69,174,1066.71,77564.22,32363.46,12599.09,5440.21,4147.11,39005.19,13775.42,408288.55,565740.98,463907.6,0.82,0.36,0.0,3,0,7480,1242,58,651
CC100713,27,F,1190697,Government Employee,Gold,470000.0,20,42176.13,65,617.9,10110.02,12658.03,10911.57,426.18,2094.64,991.64,4984.04,48130.06,82062.5,67291.25,0.82,0.1,0.0,2,0,1694,1440,33,716
CC100714,34,F,292978,Student,Basic,55000.0,25,14921.14,28,557.85,2189.65,1460.29,1888.72,6540.17,609.03,1386.08,847.2,27750.25,39619.01,36053.3,0.91,0.5,0.0,0,0,296,0,6,657
CC100715,67,M,1288354,Private Employee,Gold,529000.0,50,77352.69,159,485.57,15145.43,1914.34,22133.33,3783.79,5793.33,21076.51,7505.95,356442.73,411516.48,382710.33,0.93,0.67,0.0,4,0,3040,0,51,618
CC100716,48,M,1088311,Private Employee,Silver,289000.0,98,33312.59,78,443.01,1797.06,14967.56,1847.58,6330.37,5625.47,1316.99,1427.55,266185.47,294960.31,259565.07,0.88,0.91,0.0,0,0,984,0,12,570
CC100717,55,F,7299763,Business Owner,Signature,5109000.0,24,277892.02,121,2262.2,35654.12,75760.66,60364.11,29522.49,1916.22,59399.16,15275.26,1603081.03,1859023.35,1431447.98,0.77,0.31,450013.32,5,2,21881,4273,65,614
CC100718,23,F,1797191,Government Employee,Gold,704000.0,39,81131.3,104,772.05,9914.17,32431.62,5438.16,2631.12,1579.65,10334.54,18802.04,631075.16,703269.29,569648.12,0.81,0.9,0.0,6,1,3293,963,44,530
CC100719,36,F,1062108,Private Employee,Silver,318000.0,62,29095.83,56,513.62,3206.41,11124.79,2304.25,2833.44,925.25,1169.99,7531.7,94441.82,119224.78,34575.19,0.29,0.3,0.0,1,0,886,775,14,547
CC100720,58,M,500259,Private Employee,Basic,86000.0,38,10509.24,33,318.33,2552.03,1017.34,2056.15,677.19,227.5,3493.5,485.52,16786.05,27027.31,25675.94,0.95,0.19,0.0,0,0,211,126,11,715
CC100721,29,M,1796644,Private Employee,Platinum,965000.0,16,108723.28,99,1117.07,11617.21,53841.05,20334.49,1795.25,1543.89,8213.23,11378.16,584218.86,661082.15,515644.08,0.78,0.59,0.0,2,8,6594,3555,55,593
CC100722,22,F,4325924,Business Owner,Signature,3385000.0,21,262793.23,63,3974.06,22025.26,63198.82,33252.13,73504.53,1405.59,5517.57,63889.32,1582213.97,1812889.1,1504697.95,0.83,0.47,0.0,3,3,21316,7188,50,643
CC100723,38,M,737090,Self-Employed,Silver,223000.0,63,37833.38,62,624.15,5438.77,12578.47,1048.2,3316.12,302.21,14027.15,1122.47,41111.92,71525.15,37908.33,0.53,0.18,0.0,2,0,1138,0,42,641
CC100724,37,M,1148610,Retired,Gold,448000.0,96,33853.85,72,468.23,7927.05,7517.27,3732.15,2976.81,5031.04,1497.52,5172.0,206993.36,230995.67,196346.32,0.85,0.46,78093.76,1,0,1328,1183,22,631
CC100725,48,F,1430022,Private Employee,Gold,529000.0,51,69917.28,117,599.01,17648.46,20615.75,10490.04,4149.27,4571.11,4508.64,7934.02,53122.89,113926.96,113926.96,1.0,0.1,0.0,2,3,2809,555,33,777
CC100726,24,M,1422040,Private Employee,Gold,561000.0,52,43271.39,68,612.85,2282.07,6959.63,5601.23,7669.47,565.45,13269.61,6923.94,161542.93,198159.28,172398.57,0.87,0.29,0.0,2,0,1763,956,33,694
CC100727,47,M,740491,Government Employee,Silver,224000.0,53,28731.23,57,507.33,5735.52,9998.08,4821.9,1565.74,745.36,590.49,5274.15,142582.24,168746.6,163684.2,0.97,0.62,0.0,3,0,873,134,22,630
CC100728,27,F,1539967,Private Employee,Gold,630000.0,21,72292.94,143,507.35,21330.21,25921.85,4783.7,3265.56,2378.05,7180.07,7433.5,226313.49,281514.76,166093.71,0.59,0.35,0.0,2,0,2891,0,36,609
CC100729,21,M,2961898,Self-Employed,Platinum,1558000.0,43,101721.07,143,727.67,13091.86,9661.79,26947.31,12754.14,1119.78,8212.64,29933.55,496073.36,597711.04,460237.5,0.77,0.32,0.0,2,4,6193,0,55,655
CC100730,22,M,2984874,Self-Employed,Platinum,1699000.0,61,99633.34,76,1253.42,6905.66,39770.95,20342.74,8639.01,2774.14,7573.4,13627.45,789511.69,871338.79,836485.24,0.96,0.47,245835.17,5,6,5988,0,67,654
CC100731,53,M,1799718,Private Employee,Gold,736000.0,62,104039.12,172,615.9,7221.48,35817.99,19676.1,3798.21,9313.8,799.98,27411.57,150525.97,224290.87,141303.25,0.63,0.2,54197.84,4,3,4210,3076,52,641
CC100732,43,F,562436,Private Employee,Silver,156000.0,45,35125.76,71,484.71,2566.56,4487.11,617.21,15231.75,1138.11,7062.07,4022.95,70888.36,98480.11,51209.66,0.52,0.45,0.0,2,0,1050,555,34,594
CC100733,42,F,724085,Private Employee,Silver,186000.0,53,23564.5,46,519.64,2195.87,9698.68,762.28,122.48,6160.11,2242.53,2382.55,121256.36,141111.52,26811.19,0.19,0.67,0.0,2,0,703,0,29,464
CC100734,28,M,665700,Government Employee,Silver,202000.0,27,46879.99,94,493.45,7601.09,4411.69,16058.08,6043.91,401.99,4720.96,7642.27,35504.43,79253.05,73705.34,0.93,0.18,7941.16,4,2,1388,774,34,702
CC100735,46,M,771047,Private Employee,Silver,212000.0,56,29417.93,60,491.91,2753.29,6028.22,4642.16,6452.5,3722.46,1424.55,4394.75,99528.26,122868.15,116724.74,0.95,0.48,42299.43,1,1,878,269,16,636
CC100736,33,M,1369959,Private Employee,Gold,564000.0,183,40213.31,54,762.26,3939.56,9426.66,3594.14,7962.99,4851.75,2830.57,7607.64,284009.72,322278.89,319056.1,0.99,0.5,0.0,1,1,1624,456,46,684
CC100737,50,F,2975030,Self-Employed,Platinum,1704000.0,59,168335.68,101,1636.32,8328.62,50943.1,42544.14,38834.16,6294.63,3924.73,17466.3,714276.18,838822.28,813657.61,0.97,0.43,0.0,5,8,9951,0,36,699
CC100738,32,F,1016447,Private Employee,Silver,259000.0,41,38645.67,65,598.28,2594.03,14345.94,4194.59,3052.49,2000.06,9484.54,2974.02,187909.53,216666.72,214500.05,0.99,0.72,0.0,3,0,1170,0,21,592
CC100739,28,M,1151957,Private Employee,Gold,499000.0,37,45200.91,56,819.36,293.79,17736.36,10645.49,3199.16,547.23,12383.58,395.29,304781.92,348795.66,226717.18,0.65,0.6,0.0,2,0,1792,365,42,571
CC100740,32,F,2849267,Self-Employed,Platinum,1482000.0,38,194441.24,79,2427.31,20292.12,74263.88,20441.57,5764.03,29196.69,10248.56,34234.4,541181.19,711249.96,305837.48,0.43,0.37,0.0,4,2,11546,0,44,553
CC100741,30,M,884879,Retired,Gold,372000.0,53,36194.28,50,698.78,7245.08,11882.94,4165.1,6581.7,2568.02,700.31,3051.12,123057.97,148492.52,102459.84,0.69,0.34,22176.74,2,0,1422,0,26,609
CC100742,40,M,3007920,Business Owner,Signature,2190000.0,76,196998.35,98,2048.26,21151.91,63087.78,9325.2,26081.94,17197.57,29222.43,30931.52,673239.15,849252.13,806789.52,0.95,0.31,0.0,3,12,15963,0,61,730
CC100743,30,M,1570522,Government Employee,Gold,669000.0,13,99659.18,148,644.83,9633.88,36728.92,10431.37,23104.33,1543.29,2923.61,15293.78,324651.98,403980.58,286826.21,0.71,0.48,0.0,5,4,4063,477,48,603
CC100744,33,F,1951051,Self-Employed,Gold,748000.0,84,97626.57,136,713.44,7989.28,37493.43,7295.21,16653.89,11257.44,5106.47,11830.86,128860.05,224169.38,183818.89,0.82,0.17,0.0,4,4,3877,1418,42,678
CC100745,45,F,565863,Private Employee,Silver,156000.0,4,30374.59,84,368.13,2296.78,11448.82,591.59,2246.44,3144.74,7908.42,2737.8,130988.78,161076.97,154633.89,0.96,0.86,0.0,2,0,898,152,24,566
CC100746,25,M,1584509,Private Employee,Platinum,941000.0,38,106047.21,121,867.45,17107.77,11589.77,5301.03,9420.02,10648.24,5449.85,46530.54,198200.12,279722.32,271330.65,0.97,0.21,0.0,6,5,6440,0,38,702
CC100747,39,F,565466,Retired,Silver,168000.0,44,22754.95,62,371.95,8812.27,6823.59,1499.25,649.32,2863.55,419.85,1687.12,73297.76,89632.56,88736.23,0.99,0.43,31878.04,1,0,679,349,13,672
CC100748,45,M,1469619,Private Employee,Gold,564000.0,20,43108.77,40,1040.69,7578.37,9159.38,3086.03,8092.97,2837.54,7223.97,5130.51,212922.32,248028.41,173619.89,0.7,0.38,0.0,3,1,1703,0,36,640
CC100749,44,M,1024802,Government Employee,Gold,388000.0,73,35006.86,43,821.74,5369.06,10780.93,3381.16,3990.16,5117.89,5114.32,1253.33,90362.09,121990.44,101252.07,0.83,0.23,22928.03,4,3,1386,170,38,676
CC100750,18,M,752290,Private Employee,Silver,202000.0,80,29773.21,61,511.17,1936.51,5650.92,8852.47,2330.34,3375.65,4562.46,3064.86,22601.1,44284.14,42069.93,0.95,0.11,0.0,1,0,895,226,14,730
CC100751,58,F,1582760,Business Owner,Gold,629000.0,44,79770.4,137,607.44,15327.84,15587.13,15266.49,9949.51,4865.85,12163.85,6609.72,325845.24,403490.83,399455.92,0.99,0.53,0.0,4,2,3167,0,58,673
CC100752,36,F,907167,Self-Employed,Silver,261000.0,35,24488.84,56,431.35,1805.61,9308.8,2432.06,2601.06,536.62,2443.99,5360.7,96018.33,115467.4,95837.94,0.83,0.36,0.0,1,0,745,139,18,675
CC100753,27,M,4044436,Business Owner,Signature,2830000.0,36,184189.65,93,2039.44,11297.96,46517.81,14896.57,26540.52,34315.28,38865.43,11756.08,334120.02,511515.38,460363.84,0.9,0.12,0.0,6,14,14507,3474,39,732
CC100754,18,M,1385448,Government Employee,Gold,531000.0,15,74118.24,68,1098.87,13475.94,9028.87,8370.36,6034.64,15501.97,3410.67,18295.79,442508.5,515989.94,211555.88,0.41,0.81,0.0,4,1,2909,1361,54,484
CC100755,52,M,900775,Self-Employed,Gold,390000.0,39,49770.63,91,573.88,10664.91,8487.63,5427.16,8470.13,1077.92,1311.36,14331.51,38394.21,80876.45,80067.69,0.99,0.1,0.0,3,2,1954,1711,42,741
CC100756,37,F,1264732,Government Employee,Gold,554000.0,13,42788.22,48,922.15,3842.19,17661.24,5070.4,10429.93,2801.45,759.32,2223.68,187762.94,221395.08,172688.16,0.78,0.33,0.0,4,0,1707,0,32,642
CC100757,42,F,954585,Private Employee,Gold,399000.0,54,35292.3,46,741.26,3517.31,6954.9,8169.95,6810.62,1160.66,4875.64,3803.22,174881.03,207974.49,197575.77,0.95,0.44,64725.63,3,0,1394,0,25,654
CC100758,48,M,317473,Student,Basic,53000.0,7,8571.94,27,307.69,3092.1,3160.81,629.14,108.28,59.54,512.94,1009.13,34735.03,43143.63,13374.53,0.31,0.67,6756.13,0,0,170,23,6,479
CC100759,50,M,1173584,Private Employee,Gold,481000.0,44,63309.24,97,647.43,6137.79,27106.85,5646.09,7166.91,625.21,8822.37,7804.02,98842.94,152263.65,126378.83,0.83,0.21,93074.84,3,0,2531,0,38,667
CC100760,21,M,799189,Self-Employed,Silver,201000.0,57,26967.41,39,717.27,5107.95,5543.37,4844.39,1380.11,343.45,4176.3,5571.84,143042.44,167811.54,151030.39,0.9,0.72,5323.95,1,1,801,0,16,607
CC100761,29,F,735398,Private Employee,Silver,210000.0,22,38964.17,98,382.46,6312.94,7134.79,8056.58,3906.24,1743.4,1213.61,10596.63,88265.03,121711.24,75460.97,0.62,0.43,16382.55,3,3,1176,915,25,605
CC100762,34,M,848416,Retired,Gold,371000.0,57,22708.99,31,710.23,3584.71,7021.12,599.32,2306.92,3422.88,1680.76,4093.28,164094.98,183156.7,93409.92,0.51,0.43,0.0,2,1,901,118,24,578
CC100763,43,F,1200491,Self-Employed,Silver,361000.0,13,38441.65,59,654.65,3397.34,14059.01,10239.6,5845.48,302.49,2495.0,2102.74,220861.8,256106.97,194641.3,0.76,0.61,53384.17,2,0,1156,331,27,563
CC100764,23,M,1719649,Private Employee,Platinum,968000.0,62,80638.99,82,985.93,28483.75,13249.69,13146.08,4737.74,5682.11,2242.11,13097.51,625750.84,695767.19,514867.72,0.74,0.66,0.0,2,3,4783,2391,60,599
CC100765,36,F,1358660,Government Employee,Gold,504000.0,73,91229.89,79,1202.28,29808.64,23555.33,2247.9,5099.46,6486.59,2641.27,21390.7,229972.15,313577.59,304170.26,0.97,0.46,0.0,5,2,3666,1823,60,675
CC100766,43,M,609250,Retired,Silver,156000.0,41,14395.21,43,343.97,3439.14,3190.3,1173.86,793.9,985.9,2609.17,2202.94,129429.53,141946.48,141946.48,1.0,0.85,18644.29,0,0,435,336,11,591
CC100767,47,F,556421,Private Employee,Basic,95000.0,89,14758.1,24,604.12,2735.79,5501.76,2009.41,345.12,234.91,1495.55,2435.56,39668.5,52382.52,37191.59,0.71,0.42,0.0,0,0,289,44,15,630
CC100768,29,F,1481981,Self-Employed,Gold,615000.0,121,63583.45,60,1083.02,21010.01,10340.02,7907.42,3752.99,3820.24,15781.31,971.46,426105.02,472580.56,434774.12,0.92,0.71,29085.26,1,0,2506,0,44,610
CC100769,51,M,454804,Private Employee,Silver,119000.0,55,15020.59,55,260.15,2339.21,4029.64,2271.01,1218.72,1459.91,404.26,3297.83,50303.5,61363.34,47863.41,0.78,0.42,0.0,0,0,451,83,30,673
CC100770,22,M,1104166,Self-Employed,Gold,475000.0,69,64328.59,143,430.69,18211.74,16147.2,16017.08,4223.82,6546.91,960.51,2221.33,449039.09,495072.91,480220.72,0.97,0.93,0.0,4,1,2621,0,25,573
CC100771,46,M,1176797,Retired,Gold,456000.0,48,73369.29,98,719.59,21327.54,13740.65,7864.18,7411.57,11752.06,5489.48,5783.81,112574.61,176334.62,167517.89,0.95,0.24,10949.35,6,2,2901,0,59,688
CC100772,23,F,1583030,Private Employee,Platinum,907000.0,54,120881.44,141,865.72,10223.11,44856.69,3962.47,10820.51,17590.16,4321.2,29107.31,182401.26,289434.31,121562.41,0.42,0.2,0.0,6,2,7148,0,49,600
CC100773,28,M,1562866,Government Employee,Gold,685000.0,74,78454.57,159,502.97,11370.65,22135.99,6761.51,7787.79,14050.81,6937.89,9409.92,326227.04,402225.84,362003.26,0.9,0.49,0.0,3,0,3141,0,39,659
CC100774,45,M,1110926,Private Employee,Gold,467000.0,36,66554.88,149,442.01,5816.78,9607.26,7969.17,20896.61,12772.92,2097.01,7395.12,145508.09,209928.09,149048.94,0.71,0.31,0.0,3,0,2625,2044,45,646
CC100775,22,F,1542182,Private Employee,Platinum,789000.0,193,51598.35,62,848.07,7787.89,19950.77,4534.11,6741.28,4699.97,3995.65,3888.67,211422.75,251410.01,133247.31,0.53,0.27,0.0,3,5,3073,0,44,637
CC100776,27,F,1515371,Self-Employed,Platinum,838000.0,24,114772.98,136,864.12,22896.07,32545.94,31830.82,14146.42,5580.62,2915.43,4857.68,222141.66,333588.37,330252.49,0.99,0.27,0.0,4,2,6874,1556,71,715
CC100777,40,F,801738,Government Employee,Gold,309000.0,78,29566.05,30,952.28,5628.44,8991.2,1073.14,6977.94,2492.37,1653.48,2749.48,182054.26,206614.68,134299.54,0.65,0.6,0.0,2,5,1170,178,16,584
CC100778,36,F,1066620,Private Employee,Gold,408000.0,49,56062.42,91,637.55,8037.71,21089.03,5861.91,5381.28,5409.21,4431.53,5851.74,120822.84,161734.27,158499.58,0.98,0.3,0.0,2,0,2220,0,26,681
CC100779,42,M,1559727,Self-Employed,Gold,594000.0,68,49428.11,109,445.34,1873.15,10764.83,3732.95,23252.03,1953.19,4608.65,3243.3,260391.95,305140.93,299038.11,0.98,0.43,0.0,2,4,1968,292,36,686
CC100780,41,F,1838279,Government Employee,Platinum,954000.0,79,82227.26,155,525.06,3866.26,11958.82,12889.51,11516.17,13005.22,5505.97,23485.31,223472.36,301644.35,268463.47,0.89,0.24,0.0,3,6,4929,1833,40,686
CC100781,37,F,819581,Private Employee,Gold,350000.0,57,50162.68,96,511.47,6275.0,18498.2,4407.52,2642.53,1775.06,4330.28,12234.1,107195.84,155254.04,74521.94,0.48,0.31,0.0,4,5,2024,250,38,578
CC100782,25,F,1294794,Self-Employed,Silver,388000.0,54,78552.74,143,572.83,6484.01,14509.77,12437.66,8612.91,10623.07,15262.42,10622.9,99764.27,162141.8,157277.55,0.97,0.25,25416.05,6,0,2375,533,70,711
CC100783,34,M,6754442,Business Owner,Signature,5429000.0,53,290522.18,73,3912.06,69931.97,124486.51,15287.67,1170.28,28370.0,17968.7,33307.05,1136773.43,1423756.3,185088.32,0.13,0.21,0.0,6,12,23512,9022,66,541
CC100784,28,F,587581,Private Employee,Silver,149000.0,78,25003.63,40,648.7,5120.55,7339.66,2659.16,2019.17,1535.55,4602.74,1726.8,40516.64,59294.77,45656.97,0.77,0.28,11071.4,0,3,745,469,20,675
CC100785,48,F,1023835,Private Employee,Silver,297000.0,111,45511.54,72,601.72,5824.05,9260.93,5689.08,2961.6,1780.64,13117.92,6877.32,69466.55,106601.9,83149.48,0.78,0.24,0.0,4,0,1364,677,21,667
CC100786,39,M,1123461,Government Employee,Gold,465000.0,21,58159.99,67,907.28,23887.92,13089.39,7564.71,2286.67,936.97,2538.79,7855.53,260813.39,303799.45,246077.55,0.81,0.57,0.0,2,1,2342,1852,30,600
CC100787,27,M,578775,Private Employee,Basic,108000.0,141,16338.84,43,363.77,3900.68,3970.49,585.43,1016.4,3197.19,1901.64,1767.01,85028.08,98305.73,83559.87,0.85,0.77,17992.43,0,0,325,103,20,554
CC100788,26,F,1707968,Private Employee,Platinum,899000.0,35,65760.51,94,678.57,5362.39,29547.47,4363.66,10666.78,4070.31,2909.45,8840.45,837694.25,895428.1,465622.61,0.52,0.93,0.0,5,1,3996,912,39,460
CC100789,69,M,858032,Government Employee,Silver,225000.0,136,44891.14,56,765.07,22920.05,5504.69,1400.85,1939.38,3326.92,4318.97,5480.28,94801.97,138666.11,38826.51,0.28,0.42,15318.46,2,0,1373,298,27,531
CC100790,19,M,3997302,Business Owner,Signature,3013000.0,52,215938.35,152,1426.65,24740.62,114205.26,23380.45,10116.16,20682.66,13927.62,8885.58,1239655.31,1401307.65,658614.6,0.47,0.41,0.0,3,7,17065,0,43,595
CC100791,42,M,1186865,Private Employee,Gold,475000.0,27,65378.45,131,484.45,14673.72,9537.0,6502.14,11955.29,6072.06,5156.44,11481.79,135475.37,190568.17,190568.17,1.0,0.29,0.0,2,0,2607,0,24,711
CC100792,31,M,4033130,Business Owner,Platinum,2307000.0,64,190407.45,89,2078.85,28895.69,40616.6,34993.39,10678.62,27169.73,7205.18,40848.25,460253.82,647690.38,615305.86,0.95,0.2,73030.58,3,4,11513,0,44,737
CC100793,35,F,358846,Student,Basic,63000.0,68,15984.49,38,438.65,911.43,7164.22,1064.26,1324.6,732.27,1403.27,3384.44,30128.75,45209.09,44304.91,0.98,0.49,0.0,2,0,320,278,17,648
CC100794,21,F,1537122,Private Employee,Gold,567000.0,49,83931.06,68,1238.67,17313.95,10240.39,8017.8,20092.42,10013.68,1103.76,17149.05,316121.1,390507.13,386602.06,0.99,0.55,0.0,5,0,3351,0,63,678
